FIPS,Poor or fair health,Adult obesity,Physical inactivity,Diabetes prevalence,Food insecurity
31033,0.13587315,0.331,0.227,0.102,0.122
31035,0.159674679,0.387,0.277,0.102,0.121
31037,0.204974142,0.37,0.263,0.077,0.094
31039,0.145905804,0.392,0.253,0.091,0.101
31041,0.146260843,0.369,0.272,0.105,0.122
31043,0.207878236,0.376,0.33,0.112,0.119
31045,0.128144524,0.285,0.211,0.073,0.123
31047,0.190926955,0.341,0.252,0.123,0.116
31049,0.152716739,0.308,0.275,0.095,0.128
31051,0.144409902,0.354,0.322,0.096,0.119
31053,0.158983909,0.347,0.293,0.112,0.128
31055,0.152143482,0.313,0.21,0.096,0.124
31057,0.178287665,0.349,0.304,0.073,0.108
31059,0.138644108,0.361,0.255,0.136,0.121
31061,0.148826189,0.355,0.308,0.109,0.135
31063,0.134955028,0.389,0.296,0.086,0.126
31065,0.153780878,0.365,0.29,0.111,0.132
31067,0.143009916,0.382,0.275,0.12,0.127
31069,0.13889197,0.253,0.279,0.108,0.118
31071,0.130230671,0.302,0.281,0.103,0.114
31073,0.114672294,0.259,0.209,0.089,0.104
31075,0.151715345,0.322,0.365,0.073,0.142
31077,0.133163058,0.403,0.33,0.115,0.116
31079,0.171639451,0.373,0.275,0.111,0.122
31081,0.117473694,0.325,0.243,0.108,0.093
31083,0.145604213,0.3,0.262,0.131,0.123
31085,0.169069962,0.28,0.256,0.109,0.131
31087,0.156820071,0.392,0.31,0.147,0.144
31089,0.138771615,0.336,0.276,0.105,0.114
31091,0.138377662,0.272,0.221,0.092,0.174
31093,0.131360513,0.394,0.288,0.121,0.121
31095,0.156010175,0.359,0.287,0.097,0.134
31097,0.161326451,0.342,0.311,0.083,0.123
31099,0.134882412,0.36,0.212,0.096,0.112
31101,0.146555077,0.324,0.283,0.094,0.126
31103,0.132813215,0.27,0.271,0.139,0.1
31105,0.170896559,0.396,0.309,0.113,0.125
31107,0.143157684,0.344,0.292,0.114,0.124
31109,0.125341855,0.298,0.173,0.082,0.12
31111,0.143114081,0.405,0.264,0.123,0.13
31113,0.13640022,0.359,0.286,0.106,0.108
31115,0.131283035,0.31,0.287,0.112,0.119
31117,0.147257926,0.211,0.306,0.113,0.14
31119,0.155312594,0.33,0.264,0.099,0.124
31121,0.142378926,0.417,0.313,0.148,0.126
31123,0.165343689,0.36,0.3,0.16,0.114
31125,0.145628554,0.365,0.324,0.136,0.124
31127,0.138524242,0.36,0.275,0.104,0.124
31129,0.149404815,0.353,0.313,0.089,0.131
31131,0.146173827,0.393,0.287,0.127,0.122
31133,0.166973826,0.352,0.27,0.082,0.127
31135,0.124137799,0.234,0.227,0.092,0.098
31137,0.133691393,0.378,0.257,0.109,0.109
31139,0.12576157,0.318,0.275,0.116,0.104
31141,0.148401222,0.357,0.213,0.094,0.097
31143,0.138411812,0.345,0.29,0.097,0.103
31145,0.146490388,0.328,0.233,0.104,0.117
31147,0.148861666,0.379,0.296,0.1,0.131
31149,0.133233998,0.384,0.328,0.13,0.11
31151,0.178565285,0.372,0.297,0.12,0.114
31153,0.103409037,0.343,0.199,0.093,0.092
31155,0.123151966,0.367,0.216,0.12,0.11
31157,0.184611419,0.344,0.255,0.122,0.126
31159,0.124077295,0.341,0.226,0.085,0.102
31161,0.170584835,0.289,0.291,0.135,0.152
31163,0.141145274,0.354,0.255,0.111,0.126
31165,0.138665007,0.214,0.304,0.076,0.116
31167,0.13667838,0.336,0.251,0.086,0.1
31169,0.131599314,0.322,0.228,0.101,0.114
31171,0.135455415,0.269,0.225,0.094,0.125
31173,0.235494775,0.472,0.292,0.188,0.184
31175,0.145422339,0.319,0.236,0.111,0.124
31177,0.115077604,0.327,0.224,0.106,0.111
31179,0.126137311,0.365,0.212,0.092,0.109
31181,0.151948018,0.343,0.308,0.11,0.124
31183,0.151631936,0.257,0.333,0.114,0.125
31185,0.127669367,0.399,0.264,0.117,0.117
32001,0.189653061,0.321,0.277,0.118,0.126
32003,0.216332315,0.273,0.234,0.109,0.128
32005,0.157737324,0.255,0.197,0.084,0.114
32007,0.190559387,0.284,0.236,0.091,0.1
32009,0.253249117,0.236,0.338,0.072,0.127
32011,0.173737963,0.242,0.25,0.078,0.109
32013,0.201080319,0.321,0.184,0.083,0.099
32015,0.216740331,0.304,0.2,0.14,0.098
32017,0.180716093,0.276,0.3,0.111,0.122
32019,0.208859018,0.33,0.234,0.115,0.131
32021,0.244425417,0.383,0.31,0.178,0.172
32023,0.214415958,0.334,0.269,0.154,0.162
32027,0.218124013,0.392,0.284,0.08,0.122
32029,0.158171219,0.275,0.248,0.107,0.119
32031,0.181247216,0.237,0.178,0.079,0.112
32033,0.20366868,0.308,0.244,0.155,0.115
32510,0.20628469,0.309,0.197,0.113,0.147
33001,0.1403474,0.28,0.214,0.104,0.094
33003,0.135708555,0.282,0.228,0.114,0.096
33005,0.142977294,0.318,0.205,0.096,0.095
33007,0.18527083,0.367,0.262,0.145,0.126
33009,0.131276976,0.247,0.187,0.077,0.097
33011,0.122000791,0.285,0.217,0.097,0.087
33013,0.130737673,0.277,0.197,0.089,0.086
33015,0.11498392,0.272,0.182,0.089,0.07
33017,0.139385409,0.316,0.234,0.107,0.09
33019,0.165427665,0.328,0.258,0.1,0.097
34001,0.186540272,0.325,0.324,0.132,0.114
34003,0.139296911,0.22,0.244,0.087,0.065
34005,0.150987992,0.299,0.248,0.121,0.075
34007,0.183508776,0.325,0.291,0.134,0.103
34009,0.154845623,0.283,0.28,0.116,0.117
34011,0.25168074,0.365,0.317,0.127,0.126
34013,0.212087583,0.293,0.294,0.114,0.127
34015,0.151847907,0.329,0.294,0.112,0.078
34017,0.202358237,0.24,0.286,0.074,0.109
34019,0.122706959,0.223,0.183,0.074,0.053
34021,0.167862732,0.275,0.258,0.103,0.089
34023,0.150613951,0.257,0.259,0.109,0.073
34025,0.135386513,0.276,0.238,0.089,0.071
34027,0.118133257,0.222,0.21,0.079,0.053
34029,0.160144988,0.283,0.303,0.109,0.089
34031,0.220033714,0.266,0.279,0.091,0.104
34033,0.189738087,0.39,0.326,0.156,0.113
34035,0.121689568,0.235,0.208,0.072,0.052
34037,0.130445396,0.266,0.252,0.091,0.064
34039,0.185798893,0.255,0.262,0.078,0.082
34041,0.152483812,0.321,0.276,0.099,0.082
35001,0.187682121,0.238,0.153,0.072,0.131
35003,0.197024966,0.257,0.238,0.098,0.192
35005,0.253302053,0.335,0.258,0.104,0.143
35006,0.289463271,0.338,0.293,0.15,0.194
35007,0.220809649,0.277,0.282,0.135,0.169
35009,0.221102365,0.316,0.293,0.085,0.15
35011,0.235550572,0.354,0.275,0.203,0.149
35013,0.235012592,0.264,0.161,0.096,0.157
35015,0.206904287,0.365,0.251,0.122,0.113
35017,0.195309091,0.294,0.194,0.104,0.153
35019,0.236466278,0.396,0.289,0.073,0.14
35021,0.206533242,0.281,0.299,0.101,0.169
35023,0.255120085,0.265,0.227,0.099,0.169
35025,0.232238782,0.335,0.282,0.123,0.116
35027,0.182606791,0.238,0.219,0.103,0.143
35028,0.093698116,0.234,0.111,0.068,0.081
35029,0.299645544,0.347,0.326,0.113,0.218
35031,0.31262144,0.383,0.264,0.194,0.221
35033,0.274017609,0.271,0.218,0.141,0.153
35035,0.220578691,0.313,0.231,0.103,0.159
35037,0.250217169,0.273,0.274,0.103,0.167
35039,0.264224969,0.288,0.202,0.097,0.115
35041,0.220312609,0.311,0.296,0.088,0.163
35043,0.180100922,0.284,0.15,0.087,0.12
35045,0.235136764,0.346,0.226,0.135,0.161
35047,0.26283523,0.313,0.243,0.136,0.181
35049,0.178484484,0.161,0.127,0.061,0.107
35051,0.222317747,0.29,0.261,0.135,0.195
35053,0.264042692,0.313,0.231,0.124,0.187
35055,0.213782989,0.163,0.123,0.072,0.152
35057,0.239144201,0.34,0.254,0.122,0.174
35059,0.21884109,0.335,0.252,0.124,0.131
35061,0.240910055,0.341,0.25,0.114,0.138
36001,0.134970583,0.278,0.197,0.097,0.102
36003,0.175050692,0.366,0.278,0.113,0.128
36005,0.293190086,0.285,0.299,0.127,0.175
36007,0.169589857,0.301,0.227,0.106,0.127
36009,0.196249159,0.389,0.285,0.143,0.128
36011,0.173783525,0.338,0.251,0.116,0.107
36013,0.179395387,0.34,0.27,0.126,0.13
36015,0.175997244,0.351,0.296,0.127,0.121
36017,0.176177158,0.393,0.242,0.136,0.124
36019,0.173372306,0.357,0.275,0.113,0.119
36021,0.152454189,0.265,0.221,0.095,0.102
36023,0.168502901,0.344,0.253,0.116,0.111
36025,0.175691544,0.315,0.263,0.106,0.123
36027,0.14716895,0.279,0.203,0.097,0.087
36029,0.166528541,0.295,0.237,0.113,0.114
36031,0.162011761,0.296,0.229,0.106,0.103
36033,0.192463514,0.39,0.26,0.135,0.129
36035,0.187288923,0.355,0.275,0.138,0.124
36037,0.160732073,0.341,0.31,0.133,0.102
36039,0.17498382,0.313,0.259,0.11,0.109
36041,0.167078616,0.297,0.207,0.127,0.118
36043,0.167504376,0.338,0.265,0.111,0.119
36045,0.172752057,0.36,0.251,0.109,0.127
36047,0.187332401,0.238,0.24,0.097,0.143
36049,0.174066381,0.364,0.282,0.14,0.114
36051,0.165531017,0.37,0.244,0.126,0.099
36053,0.142121507,0.314,0.226,0.107,0.095
36055,0.159888889,0.309,0.207,0.091,0.113
36057,0.203958113,0.352,0.294,0.122,0.136
36059,0.126343859,0.242,0.204,0.085,0.053
36061,0.155660194,0.156,0.168,0.068,0.122
36063,0.176201479,0.321,0.278,0.141,0.114
36065,0.186043695,0.334,0.248,0.142,0.12
36067,0.152230234,0.315,0.213,0.114,0.11
36069,0.133328278,0.316,0.214,0.106,0.089
36071,0.171932348,0.287,0.264,0.094,0.09
36073,0.205056174,0.369,0.323,0.157,0.118
36075,0.178218436,0.366,0.256,0.108,0.128
36077,0.155167167,0.287,0.226,0.093,0.109
36079,0.133669538,0.234,0.194,0.07,0.058
36081,0.185856251,0.244,0.279,0.112,0.099
36083,0.148898109,0.299,0.213,0.101,0.103
36085,0.167930005,0.292,0.255,0.112,0.09
36087,0.162440304,0.231,0.24,0.086,0.09
36089,0.193151866,0.358,0.284,0.117,0.131
36091,0.130351915,0.276,0.182,0.091,0.075
36093,0.162230987,0.313,0.214,0.115,0.1
36095,0.1646053,0.357,0.255,0.122,0.112
36097,0.169371113,0.32,0.263,0.121,0.119
36099,0.186769735,0.383,0.299,0.128,0.108
36101,0.174199753,0.346,0.261,0.137,0.117
36103,0.141944818,0.261,0.217,0.092,0.063
36105,0.197743043,0.358,0.293,0.119,0.114
36107,0.153590324,0.322,0.25,0.12,0.098
36109,0.134509795,0.23,0.146,0.065,0.104
36111,0.15620533,0.293,0.204,0.096,0.105
36113,0.153907331,0.301,0.217,0.096,0.104
36115,0.182011455,0.35,0.26,0.135,0.105
36117,0.163511213,0.373,0.306,0.132,0.101
36119,0.137157872,0.216,0.194,0.079,0.078
36121,0.176166279,0.379,0.262,0.119,0.101
36123,0.157183429,0.316,0.288,0.141,0.094
37001,0.2100532,0.375,0.232,0.107,0.14
37003,0.211643198,0.387,0.284,0.17,0.14
37005,0.246525426,0.301,0.245,0.127,0.18
37007,0.258910998,0.408,0.372,0.133,0.166
37009,0.194537862,0.256,0.309,0.135,0.144
37011,0.2064531,0.243,0.292,0.116,0.145
37013,0.215984574,0.446,0.311,0.102,0.162
37015,0.270211363,0.451,0.313,0.223,0.184
37017,0.261737404,0.491,0.307,0.223,0.191
37019,0.169193733,0.308,0.245,0.136,0.137
37021,0.163915043,0.242,0.175,0.085,0.124
37023,0.216653244,0.357,0.247,0.086,0.155
37025,0.167417316,0.336,0.266,0.121,0.111
37027,0.221928291,0.384,0.298,0.166,0.149
37029,0.178367235,0.359,0.234,0.105,0.117
37031,0.174698125,0.335,0.237,0.142,0.138
37033,0.226349297,0.227,0.161,0.149,0.159
37035,0.188386101,0.319,0.267,0.128,0.128
37037,0.162291781,0.264,0.186,0.115,0.119
37039,0.203833124,0.313,0.303,0.13,0.153
37041,0.229724372,0.45,0.258,0.17,0.159
37043,0.203061313,0.261,0.313,0.063,0.149
37045,0.228788843,0.37,0.285,0.147,0.162
37047,0.263214435,0.45,0.316,0.192,0.181
37049,0.190258202,0.3,0.205,0.13,0.15
37051,0.219265518,0.32,0.245,0.12,0.169
37053,0.170763065,0.295,0.255,0.106,0.114
37055,0.151109432,0.278,0.222,0.114,0.118
37057,0.200156207,0.359,0.261,0.163,0.141
37059,0.17747497,0.376,0.248,0.119,0.126
37061,0.290499862,0.357,0.344,0.163,0.171
37063,0.172935866,0.283,0.185,0.072,0.135
37065,0.27703521,0.404,0.315,0.195,0.196
37067,0.187506885,0.335,0.24,0.116,0.138
37069,0.206937942,0.412,0.272,0.119,0.137
37071,0.206757104,0.287,0.281,0.11,0.144
37073,0.194776427,0.489,0.358,0.158,0.142
37075,0.227493568,0.406,0.243,0.07,0.165
37077,0.207260964,0.37,0.323,0.121,0.134
37079,0.271730616,0.291,0.272,0.149,0.185
37081,0.18649482,0.349,0.206,0.111,0.139
37083,0.288285888,0.423,0.32,0.232,0.199
37085,0.212979316,0.348,0.25,0.148,0.145
37087,0.171021968,0.327,0.245,0.116,0.136
37089,0.169361339,0.293,0.22,0.116,0.118
37091,0.268737079,0.485,0.417,0.252,0.189
37093,0.236942656,0.367,0.319,0.122,0.167
37095,0.239819527,0.341,0.343,0.192,0.181
37097,0.169855911,0.354,0.226,0.119,0.121
37099,0.190798721,0.284,0.287,0.103,0.144
37101,0.20218831,0.348,0.257,0.124,0.126
37103,0.250492516,0.423,0.257,0.272,0.195
37105,0.227906034,0.351,0.255,0.109,0.142
37107,0.262033411,0.373,0.284,0.155,0.189
37109,0.188380562,0.319,0.224,0.096,0.129
37111,0.208134182,0.404,0.301,0.122,0.155
37113,0.194221227,0.301,0.233,0.146,0.145
37115,0.194893392,0.321,0.237,0.074,0.147
37117,0.243481123,0.393,0.226,0.217,0.167
37119,0.152056424,0.289,0.177,0.082,0.12
37121,0.194771299,0.284,0.205,0.122,0.145
37123,0.242202689,0.329,0.328,0.214,0.145
37125,0.171836997,0.26,0.248,0.083,0.128
37127,0.211562461,0.381,0.258,0.16,0.154
37129,0.164206087,0.286,0.23,0.073,0.141
37131,0.271682371,0.398,0.365,0.231,0.185
37133,0.202891499,0.286,0.202,0.086,0.152
37135,0.138460342,0.218,0.156,0.072,0.108
37137,0.206265286,0.379,0.333,0.196,0.151
37139,0.213284867,0.423,0.289,0.125,0.153
37141,0.182035311,0.289,0.292,0.154,0.136
37143,0.208784737,0.338,0.294,0.127,0.146
37145,0.215863829,0.336,0.284,0.117,0.155
37147,0.202307289,0.391,0.249,0.105,0.161
37149,0.164909323,0.325,0.275,0.159,0.126
37151,0.211716743,0.32,0.248,0.12,0.138
37153,0.266067499,0.383,0.351,0.232,0.184
37155,0.312407051,0.387,0.375,0.159,0.194
37157,0.224229858,0.381,0.256,0.154,0.152
37159,0.208918198,0.372,0.238,0.114,0.143
37161,0.223218336,0.326,0.26,0.15,0.164
37163,0.272413496,0.391,0.301,0.179,0.169
37165,0.281147499,0.465,0.284,0.197,0.209
37167,0.199581085,0.277,0.294,0.105,0.134
37169,0.20211704,0.352,0.286,0.163,0.13
37171,0.226908612,0.289,0.31,0.12,0.15
37173,0.254788556,0.28,0.225,0.129,0.155
37175,0.180068596,0.245,0.289,0.13,0.136
37177,0.277934203,0.242,0.326,0.187,0.203
37179,0.160205007,0.356,0.214,0.096,0.095
37181,0.271699875,0.285,0.388,0.185,0.19
37183,0.135544913,0.276,0.154,0.086,0.104
37185,0.258305509,0.469,0.252,0.126,0.176
37187,0.268917504,0.402,0.341,0.186,0.195
37189,0.186707993,0.208,0.169,0.077,0.138
37191,0.236099432,0.397,0.286,0.16,0.166
37193,0.228647182,0.389,0.3,0.159,0.158
37195,0.248772801,0.33,0.339,0.113,0.178
37197,0.220725342,0.337,0.223,0.123,0.134
37199,0.207065105,0.243,0.263,0.152,0.154
38001,0.137821473,0.315,0.216,0.129,0.049
38003,0.145734469,0.348,0.23,0.098,0.066
38005,0.280429573,0.423,0.341,0.138,0.15
38007,0.139721193,0.298,0.266,0.054,0.053
38009,0.145142006,0.363,0.263,0.108,0.07
38011,0.143002629,0.226,0.35,0.098,0.044
38013,0.147217632,0.335,0.241,0.075,0.036
38015,0.12384898,0.316,0.2,0.087,0.051
38017,0.125350324,0.33,0.192,0.076,0.061
38019,0.138083087,0.317,0.28,0.134,0.05
38021,0.14025646,0.363,0.257,0.131,0.041
38023,0.156073245,0.329,0.243,0.073,0.067
38025,0.154687511,0.382,0.231,0.129,0.053
38027,0.16305593,0.34,0.327,0.095,0.098
38029,0.165990936,0.284,0.236,0.112,0.077
38031,0.140083591,0.414,0.306,0.111,0.046
38033,0.145756039,0.292,0.23,0.09,0.058
38035,0.158287073,0.317,0.221,0.092,0.081
38037,0.16105226,0.297,0.325,0.149,0.068
38039,0.143821455,0.345,0.215,0.139,0.062
38041,0.172666312,0.29,0.226,0.105,0.05
38043,0.171522987,0.367,0.274,0.08,0.07
38045,0.163043314,0.32,0.254,0.08,0.062
38047,0.156318833,0.334,0.288,0.108,0.048
38049,0.142128303,0.342,0.309,0.099,0.059
38051,0.169882741,0.255,0.31,0.093,0.059
38053,0.155877508,0.336,0.257,0.074,0.063
38055,0.146261672,0.345,0.274,0.105,0.051
38057,0.137500276,0.357,0.233,0.117,0.047
38059,0.144335477,0.324,0.219,0.093,0.053
38061,0.170632172,0.39,0.298,0.129,0.053
38063,0.147012919,0.413,0.304,0.11,0.074
38065,0.152060646,0.31,0.311,0.086,0.061
38067,0.153476712,0.407,0.299,0.138,0.055
38069,0.160933387,0.402,0.262,0.124,0.083
38071,0.158642745,0.338,0.276,0.122,0.08
38073,0.148631177,0.328,0.237,0.138,0.054
38075,0.143701857,0.298,0.285,0.088,0.043
38077,0.147808552,0.37,0.273,0.101,0.054
38079,0.286196114,0.455,0.326,0.168,0.163
38081,0.140245857,0.342,0.308,0.119,0.041
38083,0.183809975,0.35,0.395,0.105,0.085
38085,0.338683053,0.363,0.345,0.241,0.16
38087,0.139123793,0.282,0.209,0.064,0.056
38089,0.141411632,0.364,0.21,0.07,0.056
38091,0.121006089,0.407,0.328,0.153,0.043
38093,0.145449481,0.328,0.242,0.089,0.075
38095,0.170698968,0.304,0.354,0.107,0.068
38097,0.137397487,0.392,0.186,0.135,0.048
38099,0.171223659,0.352,0.273,0.105,0.063
38101,0.135126286,0.342,0.252,0.088,0.058
38103,0.156667249,0.341,0.239,0.115,0.062
38105,0.146469799,0.381,0.238,0.092,0.049
39001,0.251606903,0.357,0.378,0.167,0.188
39003,0.194841231,0.359,0.268,0.134,0.14
39005,0.18523321,0.354,0.311,0.126,0.13
39007,0.22794677,0.372,0.307,0.139,0.161
39009,0.210480221,0.351,0.229,0.115,0.182
39011,0.159532127,0.352,0.3,0.107,0.1
39013,0.189924679,0.353,0.311,0.153,0.139
39015,0.202417483,0.317,0.311,0.123,0.147
39017,0.168453494,0.323,0.234,0.12,0.121
39019,0.195196613,0.412,0.328,0.146,0.132
39021,0.184238805,0.358,0.347,0.121,0.123
39023,0.208587645,0.37,0.299,0.141,0.148
39025,0.165920269,0.382,0.287,0.129,0.113
39027,0.188342245,0.358,0.283,0.103,0.142
39029,0.205084892,0.357,0.302,0.165,0.143
39031,0.218313497,0.384,0.323,0.121,0.152
39033,0.19914476,0.335,0.312,0.116,0.145
39035,0.190415599,0.318,0.248,0.111,0.159
39037,0.184021747,0.369,0.311,0.135,0.118
39039,0.179890823,0.387,0.326,0.133,0.11
39041,0.117534193,0.296,0.179,0.091,0.075
39043,0.183879003,0.34,0.292,0.131,0.135
39045,0.162391635,0.372,0.259,0.129,0.115
39047,0.217425518,0.36,0.348,0.136,0.15
39049,0.163585663,0.302,0.224,0.099,0.137
39051,0.185658762,0.324,0.265,0.09,0.111
39053,0.226275936,0.409,0.325,0.182,0.181
39055,0.147019956,0.257,0.171,0.101,0.09
39057,0.162633187,0.31,0.221,0.125,0.12
39059,0.215937584,0.355,0.315,0.126,0.163
39061,0.178079229,0.307,0.234,0.119,0.141
39063,0.160304735,0.357,0.267,0.114,0.112
39065,0.202888667,0.375,0.365,0.155,0.142
39067,0.214533056,0.377,0.277,0.141,0.152
39069,0.174946542,0.342,0.268,0.115,0.113
39071,0.222173662,0.354,0.302,0.141,0.168
39073,0.194545595,0.402,0.35,0.15,0.14
39075,0.239427639,0.268,0.232,0.074,0.102
39077,0.200249689,0.409,0.264,0.106,0.137
39079,0.225418157,0.428,0.35,0.189,0.172
39081,0.196563683,0.381,0.361,0.153,0.165
39083,0.185976003,0.334,0.26,0.118,0.13
39085,0.16187668,0.274,0.215,0.105,0.111
39087,0.226772522,0.405,0.371,0.191,0.173
39089,0.16685179,0.33,0.24,0.117,0.124
39091,0.188929637,0.386,0.311,0.076,0.125
39093,0.179725332,0.359,0.258,0.151,0.134
39095,0.203435157,0.37,0.272,0.126,0.159
39097,0.185481193,0.331,0.275,0.13,0.12
39099,0.201626637,0.331,0.322,0.142,0.154
39101,0.216274293,0.388,0.304,0.122,0.151
39103,0.136550677,0.274,0.22,0.103,0.096
39105,0.233208748,0.412,0.4,0.187,0.187
39107,0.164028706,0.342,0.269,0.114,0.095
39109,0.1720384,0.358,0.253,0.123,0.116
39111,0.208874443,0.356,0.317,0.15,0.174
39113,0.195371183,0.356,0.27,0.13,0.152
39115,0.240695479,0.352,0.288,0.17,0.17
39117,0.187669217,0.391,0.324,0.173,0.116
39119,0.206387375,0.376,0.319,0.134,0.152
39121,0.209843058,0.381,0.327,0.134,0.154
39123,0.176139362,0.395,0.274,0.122,0.128
39125,0.184421586,0.401,0.295,0.127,0.123
39127,0.22284946,0.393,0.345,0.098,0.16
39129,0.185847768,0.347,0.286,0.164,0.125
39131,0.239061776,0.419,0.337,0.186,0.183
39133,0.170421396,0.279,0.247,0.108,0.125
39135,0.182205229,0.367,0.257,0.101,0.126
39137,0.155119105,0.381,0.231,0.097,0.09
39139,0.205969054,0.356,0.32,0.142,0.143
39141,0.219133998,0.389,0.323,0.151,0.161
39143,0.191396393,0.348,0.266,0.137,0.131
39145,0.242377455,0.386,0.339,0.156,0.193
39147,0.191350673,0.378,0.277,0.133,0.132
39149,0.181881575,0.339,0.274,0.102,0.112
39151,0.189317505,0.366,0.281,0.134,0.135
39153,0.171565851,0.312,0.262,0.118,0.132
39155,0.206364652,0.392,0.279,0.135,0.155
39157,0.199818502,0.347,0.262,0.107,0.131
39159,0.147958529,0.349,0.236,0.088,0.095
39161,0.187055483,0.403,0.28,0.153,0.118
39163,0.24196759,0.423,0.335,0.12,0.177
39165,0.138271714,0.279,0.212,0.107,0.086
39167,0.202697154,0.363,0.296,0.146,0.153
39169,0.178560464,0.323,0.237,0.138,0.118
39171,0.19029081,0.383,0.28,0.116,0.125
39173,0.165982037,0.351,0.237,0.129,0.112
39175,0.182603398,0.341,0.241,0.149,0.111
40001,0.334357469,0.432,0.22,0.201,0.198
40003,0.188240197,0.4,0.302,0.088,0.115
40005,0.253521411,0.311,0.3,0.116,0.173
40007,0.211560716,0.318,0.254,0.126,0.101
40009,0.214406755,0.344,0.262,0.132,0.133
40011,0.229010982,0.352,0.313,0.138,0.13
40013,0.226335003,0.331,0.3,0.127,0.16
40015,0.250927231,0.429,0.322,0.146,0.164
40017,0.170557883,0.355,0.248,0.113,0.106
40019,0.21720506,0.361,0.372,0.126,0.154
40021,0.264311628,0.424,0.323,0.186,0.164
40023,0.290758249,0.336,0.416,0.2,0.207
40025,0.220808675,0.269,0.286,0.123,0.128
40027,0.173070411,0.355,0.215,0.099,0.12
40029,0.256157705,0.287,0.278,0.119,0.181
40031,0.221186554,0.329,0.277,0.118,0.158
40033,0.231311128,0.333,0.376,0.119,0.152
40035,0.254109178,0.327,0.346,0.148,0.167
40037,0.215256761,0.351,0.256,0.123,0.138
40039,0.224984142,0.392,0.308,0.099,0.131
40041,0.264193183,0.32,0.328,0.148,0.17
40043,0.212165286,0.329,0.271,0.117,0.132
40045,0.212014059,0.351,0.231,0.09,0.138
40047,0.205400085,0.351,0.292,0.101,0.135
40049,0.236563196,0.324,0.326,0.167,0.142
40051,0.185144899,0.343,0.297,0.112,0.126
40053,0.177886839,0.298,0.271,0.113,0.122
40055,0.249001359,0.257,0.278,0.079,0.18
40057,0.244474777,0.266,0.182,0.135,0.139
40059,0.208851329,0.242,0.275,0.056,0.101
40061,0.25439104,0.3,0.293,0.092,0.181
40063,0.268277949,0.361,0.348,0.159,0.176
40065,0.227812074,0.38,0.235,0.082,0.149
40067,0.261571322,0.425,0.265,0.126,0.179
40069,0.241990598,0.39,0.259,0.151,0.169
40071,0.226638737,0.401,0.32,0.123,0.165
40073,0.197040949,0.376,0.335,0.144,0.112
40075,0.245976592,0.333,0.286,0.185,0.178
40077,0.243274174,0.368,0.34,0.131,0.181
40079,0.259493826,0.394,0.355,0.149,0.18
40081,0.207402383,0.387,0.295,0.14,0.143
40083,0.188276418,0.342,0.258,0.132,0.122
40085,0.228164931,0.269,0.299,0.132,0.13
40087,0.180548297,0.361,0.31,0.118,0.106
40089,0.277388712,0.382,0.381,0.151,0.188
40091,0.257267592,0.333,0.354,0.175,0.189
40093,0.185618335,0.433,0.297,0.127,0.119
40095,0.242224081,0.422,0.263,0.161,0.168
40097,0.243181734,0.38,0.319,0.14,0.162
40099,0.222546595,0.333,0.31,0.136,0.156
40101,0.249108532,0.402,0.297,0.153,0.169
40103,0.191870821,0.39,0.274,0.156,0.133
40105,0.234652048,0.429,0.332,0.282,0.154
40107,0.284535441,0.589,0.424,0.153,0.184
40109,0.208628485,0.328,0.259,0.113,0.142
40111,0.247753505,0.35,0.321,0.118,0.173
40113,0.220447542,0.368,0.255,0.091,0.154
40115,0.255162029,0.373,0.278,0.146,0.17
40117,0.218856783,0.422,0.343,0.234,0.146
40119,0.199507767,0.323,0.209,0.1,0.152
40121,0.231624117,0.346,0.273,0.131,0.168
40123,0.208635804,0.349,0.32,0.134,0.142
40125,0.217166215,0.363,0.309,0.16,0.153
40127,0.251630926,0.31,0.364,0.099,0.184
40129,0.207315111,0.3,0.252,0.114,0.146
40131,0.179609296,0.355,0.282,0.117,0.116
40133,0.255615824,0.334,0.329,0.156,0.18
40135,0.283212808,0.342,0.355,0.13,0.186
40137,0.213421594,0.37,0.29,0.15,0.15
40139,0.245522589,0.304,0.293,0.094,0.109
40141,0.264047565,0.464,0.433,0.208,0.153
40143,0.195579182,0.306,0.264,0.108,0.139
40145,0.193366721,0.377,0.294,0.182,0.124
40147,0.191549871,0.357,0.304,0.156,0.14
40149,0.193567456,0.341,0.299,0.098,0.127
40151,0.181534215,0.396,0.339,0.102,0.119
40153,0.195708828,0.316,0.318,0.116,0.12
41001,0.191592448,0.299,0.251,0.13,0.147
41003,0.160501661,0.216,0.139,0.057,0.108
41005,0.146581388,0.277,0.158,0.092,0.091
41007,0.176696127,0.32,0.206,0.093,0.123
41009,0.177122401,0.336,0.226,0.13,0.122
41011,0.210331456,0.382,0.251,0.141,0.156
41013,0.20607056,0.333,0.226,0.139,0.143
41015,0.185976286,0.36,0.259,0.12,0.146
41017,0.150777037,0.255,0.155,0.085,0.105
41019,0.206486226,0.341,0.211,0.127,0.147
41021,0.187371583,0.311,0.274,0.134,0.128
41023,0.196273266,0.228,0.209,0.084,0.157
41025,0.199082339,0.317,0.263,0.146,0.151
41027,0.197780989,0.297,0.189,0.09,0.081
41029,0.193694253,0.268,0.159,0.107,0.131
41031,0.22942143,0.368,0.249,0.183,0.142
41033,0.218994843,0.32,0.225,0.125,0.151
41035,0.208653249,0.301,0.229,0.114,0.16
41037,0.220441844,0.364,0.23,0.104,0.149
41039,0.184096513,0.286,0.163,0.094,0.138
